tc,tc_float,ev,ev_min,ev_max,n2,n3,n4,n5,n6,n7,n8,n9,n10,nA
0,-0.18055555555555555,-0.3585541407531331,-0.3585545311514944,-0.3584702300662914,20,21,24,23,23,22,22,23,86,24
13,13.0,7.344183929307215,7.344183929307215,7.344183929307215,1,1,1,0,2,2,3,0,9,1
0,0.2937853107344633,-0.02656035622315622,-0.02656055451060668,-0.02648638614789856,13,14,13,15,10,14,16,16,52,14
0,0.6797385620915032,0.34914439228354743,0.3491440613632768,0.3492171256689473,13,8,16,13,8,11,13,11,43,17
0,0.5683060109289617,0.8165911064363477,0.8165908819502012,0.8166427921096711,17,10,16,11,15,12,15,16,53,18
0,-0.1925925925925926,-0.19402536202635612,-0.19402551225908715,-0.19394443102505565,21,24,20,20,18,21,21,23,81,21
4,4.622222222222222,3.157670929678379,3.1576707588329884,3.1577062925465604,13,8,11,5,8,9,13,11,46,11
-5,-5.909090909090909,-2.9773611302324188,-2.9773612448889875,-2.977326047761208,12,11,8,12,14,10,11,12,38,4
3,3.4832535885167464,1.955940407348303,1.9559402360362852,1.9560219223107176,15,15,16,13,15,14,16,17,69,19
0,-0.16774193548387095,-0.31293122308109445,-0.31293152405846436,-0.3128578905510576,24,24,24,24,24,23,24,24,95,24
0,0.35986159169550175,-0.22753841218092163,-0.22753877211585538,-0.22745994261843228,21,22,22,23,22,23,24,20,89,23
1,1.4716981132075473,0.5692275044273847,0.569227451121084,0.5692632359041194,9,8,8,8,8,9,6,6,37,7
-3,-3.270440251572327,-1.8747669907378262,-1.8747674201409932,-1.8746983258489622,13,11,15,14,10,14,15,14,42,11
-7,-7.428571428571429,-2.647360646244548,-2.6473608042381325,-2.6472972497927927,7,7,5,3,6,6,6,4,15,4
0,0.4444444444444444,0.2956094090866376,0.2956093068034912,0.2956489579488414,16,17,18,16,21,17,17,22,74,16
0,-0.23963133640552994,-0.0688044070092172,-0.06880451569719126,-0.06874236794232369,20,18,16,16,15,16,17,15,64,20
4,4.105263157894737,2.3978882865381648,2.3978882423945524,2.3979204721657315,6,14,13,12,10,8,9,13,56,11
-1,-1.4545454545454546,-0.9509411709405493,-0.9509417681579722,-0.9508571221853006,23,23,22,22,23,23,23,22,83,22
3,3.0952380952380953,2.1848604726121508,2.184860257594361,2.1849029907437627,9,5,5,7,4,5,7,7,28,7
-10,-10.064516129032258,-4.866307937510035,-4.866316343499239,-4.866226666078001,5,7,6,9,3,3,7,4,15,3
-1,-1.2307692307692308,-1.4242600044021156,-1.4242607544265318,-1.4241823823604787,11,12,16,19,12,11,14,8,52,14
4,4.928909952606635,2.8430931673514057,2.843093020732865,2.843164656224041,16,16,11,11,16,17,17,17,70,20
0,0.7482014388489209,1.0147003014652731,1.0147000628664289,1.0147621702809984,9,12,11,7,13,10,11,12,40,14
2,2.925,2.066321820674953,2.066321271506717,2.0663873308384435,13,11,14,10,10,9,11,15,52,15
-1,-1.223529411764706,-1.1535248139221488,-1.1535256137733516,-1.1534810193686826,7,7,4,9,5,10,5,8,24,6
2,2.0526315789473686,1.4172148068770651,1.4172147152336938,1.4172729306638083,6,7,5,6,5,6,3,6,25,7
1,1.75,0.43536446274501195,0.43536427168490155,0.4354291657518843,15,15,18,15,14,18,13,16,68,16
3,3.949367088607595,1.600984531989737,1.600984525067444,1.6010410492625207,6,7,6,5,4,7,6,4,31,3
1,1.9259259259259258,3.6502769360103686,3.650276881281082,3.6502958178476264,3,3,3,1,1,2,2,0,10,2
-1,-1.7333333333333334,1.01013762464303,1.010137226603955,1.010167442590387,4,1,4,2,1,2,2,3,8,3
3,3.0588235294117645,1.4780743574674513,1.4780741817016132,1.4781361618278512,12,15,10,14,15,14,16,14,61,16
7,7.647058823529411,7.4619426517476235,7.4619422386065395,7.461954954559111,4,6,6,4,4,1,4,5,31,3
0,0.5114754098360657,-0.03203063375892479,-0.03203079278989951,-0.03195966857315669,23,22,22,24,24,24,24,24,94,24
-2,-2.4761904761904763,-0.7414258306166643,-0.7414260450026069,-0.7413732095380041,19,17,11,14,18,13,16,11,51,19
-7,-7.583333333333333,-2.6779859249986804,-2.6779876552473194,-2.6778970949262946,5,5,6,4,3,3,3,3,12,4
0,0.0,0.5411252342999722,0.5411251314647019,0.5411571127582613,8,7,6,8,4,4,4,6,27,6
1,1.7627118644067796,0.7875308424322766,0.7875306436516877,0.7876068720630179,13,14,13,13,14,14,10,13,58,15
-2,-2.6838709677419352,-1.2315390058252669,-1.2315403435973273,-1.231445031601378,12,15,12,13,15,8,10,11,46,13
-3,-3.3121019108280256,-1.9522510595270717,-1.9522512081957994,-1.9521796800620057,14,14,11,12,15,13,10,12,49,7
0,-0.33766233766233766,-0.4869406894147784,-0.4869410217443898,-0.4868720776842851,23,24,24,24,24,24,24,24,94,23
0,-0.2374429223744292,-0.1103252378795807,-0.11032525822514727,-0.11028623862620635,20,16,17,15,16,15,19,18,70,13
1,1.3220338983050848,0.2955574311216368,0.2955566619688625,0.2956184712095427,9,5,12,11,8,8,9,8,38,10
0,0.40625,0.19327710584600588,0.19327669671250236,0.19332880406896513,7,12,12,11,8,7,9,11,41,10
-1,-1.4964028776978417,-0.9576711017349968,-0.957671973921613,-0.9575793440228317,10,12,10,13,11,10,12,9,40,12
1,1.552238805970149,0.7333354912532652,0.7333353062401182,0.7333875016075588,21,19,20,18,22,20,19,21,88,20
-2,-2.197183098591549,-1.0654449203624263,-1.0654454333270924,-1.0653975078878115,3,7,5,7,4,6,8,8,19,4
0,-0.3466666666666667,-0.4105888620709711,-0.4105890778688288,-0.41051317845065727,24,21,24,24,23,22,24,24,91,23
6,6.303030303030304,6.162195172922591,6.162195091487611,6.162227201041045,7,7,4,1,4,4,6,2,24,7
2,2.236559139784946,0.9280301803309936,0.9280300685002298,0.9280756839432962,13,11,17,11,16,15,14,13,66,10
-9,-9.454545454545455,-5.330118027477898,-5.330120904039684,-5.330029940965103,8,6,12,12,10,9,2,10,26,4
1,1.55688622754491,0.829548735055595,0.8295486660903169,0.8296048383274865,14,13,12,11,12,12,14,12,54,13
-1,-1.9259259259259258,0.7030719770420489,0.7030705289000593,0.7031026171417764,4,3,6,5,4,1,4,7,16,4
0,0.34782608695652173,-0.21007451195789262,-0.21007467542648217,-0.2100110590012556,22,24,23,23,21,24,24,23,93,22
0,0.9122807017543859,-0.17832288603577795,-0.17832315390281606,-0.17828166659357247,7,8,9,10,8,9,10,9,38,6
3,3.611111111111111,2.4966452954247487,2.496645165206013,2.49667568815783,7,4,5,4,6,6,4,5,26,5
-3,-3.3191489361702127,-1.3605912611954285,-1.360591387554453,-1.3605424262400296,9,8,9,5,6,9,12,5,25,6
-14,-14.857142857142856,-4.481029037193906,-4.481029675357455,-4.481007118198839,4,4,2,3,5,1,3,5,7,1
1,1.5407407407407407,0.829931538502874,0.8299314367900563,0.8299692377889785,11,9,9,10,11,10,9,12,46,8
9,9.176470588235293,7.287327152584611,7.287327152584611,7.287327152584611,1,2,2,0,0,2,1,1,7,1
0,0.0,0.08688556992547702,0.086884886185148,0.0869442094620072,11,18,10,14,18,15,12,13,53,18
2,2.7733333333333334,0.8749842825553868,0.874984198065019,0.8750073125943202,6,4,9,3,4,8,7,4,26,4
8,8.210526315789474,11.084588760461957,11.084588760461957,11.084588760461957,2,1,1,1,2,0,2,0,8,2
0,0.9904761904761905,1.023104111205658,1.0231039943977398,1.023151287376341,5,9,8,9,8,5,8,12,32,9
-2,-2.849315068493151,-0.5341349848211077,-0.5341350583028617,-0.5340894005191523,18,13,11,10,9,7,12,13,44,9
0,0.0,-0.27957171958654325,-0.27957196039422383,-0.27949640304810996,24,24,24,24,24,24,23,24,96,24
-3,-3.2,-2.138715462652002,-2.1387158054363224,-2.1386646281879074,13,18,18,16,15,15,16,16,59,9
0,0.23111111111111113,-0.14711514408826887,-0.14711551879336715,-0.14705825483919344,14,18,19,17,18,16,19,17,70,17
0,0.7323943661971831,0.3919198452982508,0.39191957323422905,0.39200009994676493,23,22,22,19,22,21,20,23,89,23
0,-0.6419753086419753,-0.232404596154284,-0.2324051617449347,-0.23232622353234156,7,6,7,7,5,5,8,5,24,7
0,0.0,0.10541576711994909,0.10541522942346021,0.10549124394094679,16,8,13,12,13,10,13,11,49,13
0,0.6610169491525424,0.26992832168788194,0.26992821644069087,0.2699774520424981,20,16,17,17,20,18,16,19,76,17
0,0.6046511627906976,0.20460489673466753,0.20460478024827977,0.20465266887866096,19,19,19,19,21,18,22,21,82,18
-8,-8.914285714285713,0.9353477700686504,0.9353445122762128,0.9354223379280667,2,6,4,0,5,2,4,1,7,4
1,1.0469798657718121,0.4746120524225569,0.47461129007352787,0.4746752197153569,7,11,14,10,12,13,17,8,41,16
-1,-1.857142857142857,-1.2830433206432237,-1.2830435817260981,-1.2829921925496723,23,22,22,24,20,22,22,24,83,18
2,2.0233463035019454,0.8105490287962922,0.810548926959764,0.8106187669665725,17,17,18,18,22,21,23,19,80,22
-1,-1.145374449339207,-1.0960307458590632,-1.096030953730946,-1.0959777997427054,18,18,20,20,14,18,16,18,70,15
-4,-4.415094339622642,-2.0505647085015943,-2.0505653430358675,-2.0505007186974775,8,13,8,8,9,8,6,9,29,8
5,5.473684210526315,6.838986135065498,6.838985951686449,6.839015601419174,7,4,4,1,4,2,4,5,21,5
-8,-8.878048780487806,-4.927188382641139,-4.927189511383915,-4.9271101557760115,8,7,8,9,8,7,4,5,22,4
0,-0.6215139442231076,-0.48541640982786005,-0.4854166420673801,-0.48536356757762267,18,21,21,18,21,18,19,19,78,18
0,0.0,-0.27069458330210694,-0.2706947748089277,-0.27061484041889694,23,23,24,23,23,24,23,24,92,24
0,-0.5551601423487544,-0.4975604458179008,-0.4975606915619081,-0.497493551257422,22,22,21,23,22,20,22,22,86,21
0,0.0,-0.3160136193265036,-0.3160141326888315,-0.31593321165653043,24,23,24,23,23,24,24,22,93,24
0,-0.3513513513513513,-0.5037825399196941,-0.5037827137087315,-0.503721573776001,23,24,22,23,22,24,22,24,91,21
0,-0.33766233766233766,-0.3489440646566816,-0.3489443978268071,-0.3488633766050103,24,24,24,24,24,22,24,24,94,24
-1,-1.6864864864864866,-0.8008643793471605,-0.8008648022355047,-0.8008043159146173,14,14,11,19,17,11,12,18,55,14
-3,-3.4860335195530725,-2.492306415644575,-2.4923080640018274,-2.4922387438053932,12,14,14,20,18,14,13,8,52,14
0,-0.7675276752767527,-0.6037830592410215,-0.603783399658393,-0.6037082780984652,21,21,20,22,21,21,22,22,80,21
-2,-2.689655172413793,-2.232189882111124,-2.232190728628252,-2.232140106980401,10,7,9,15,9,8,7,7,36,8
0,0.8904109589041097,0.35972868379096445,0.3597285668083141,0.3597964819804679,21,22,21,22,24,21,22,24,92,23
0,0.485981308411215,0.8258789492971408,0.8258788996876555,0.8259189835730276,11,9,8,5,7,8,10,8,33,8
2,2.5801526717557253,0.9684966867407504,0.9684965216994416,0.9685647235293477,20,19,17,20,19,21,20,18,87,21
0,0.52,-0.19195175839541712,-0.19195187123287827,-0.19190102791984742,13,11,14,17,19,18,14,18,66,10
-6,-6.88235294117647,-2.149593595925345,-2.1495936689994304,-2.1495340767095805,7,7,6,4,6,4,5,8,18,3
1,1.036544850498339,0.22397859481880467,0.2239783588122215,0.22404992572992455,23,22,22,23,23,24,22,23,95,24
4,4.9523809523809526,5.007661050591501,5.007661050591501,5.007664155792651,2,1,1,1,2,1,2,2,8,1
8,8.387096774193548,5.041435916759473,5.041435916759473,5.041435916759473,3,1,1,0,3,3,4,3,13,0
0,0.3611111111111111,-0.0160193512906236,-0.01601958919357727,-0.01593153443135709,20,23,22,23,21,21,24,23,87,24
-2,-2.561576354679803,-1.806781107813459,-1.8067816226122253,-1.8067343507215479,15,17,16,20,19,13,12,14,64,13
0,0.45614035087719296,0.5244821439149492,0.5244820649743551,0.5245435949204196,20,16,17,16,17,14,19,21,71,17
10,10.805194805194805,6.491768690741201,6.491768410407293,6.49181655758471,6,4,1,5,4,6,9,6,26,10
0,0.9369369369369369,-0.1194023266779729,-0.11940261934965513,-0.11937084244717466,7,9,10,10,7,9,7,7,38,7
0,0.8125,-0.09933686520748242,-0.0993370018545825,-0.09928994449583928,22,17,21,20,16,22,17,21,83,17
0,0.6666666666666666,0.05089602878213406,0.05089587350193314,0.05095545778328314,10,13,11,13,10,12,16,12,47,12
-18,-18.571428571428573,-4.417983162059026,-4.417999879672908,-4.417951783173074,4,0,3,2,7,4,0,2,5,1
0,0.9043478260869565,0.09394601633526956,0.09394573115021554,0.09403715809629054,17,17,17,19,18,18,17,15,72,20
-1,-1.2332015810276682,-1.0822947434161918,-1.0822949314942034,-1.0822461120327975,21,17,17,22,22,22,19,20,76,17
2,2.08,1.0019105380257942,1.0019104582635876,1.0019669223681147,21,21,18,18,21,21,23,22,89,21
6,6.57471264367816,3.5161702873801852,3.516170123474815,3.5162052945573863,4,4,5,6,6,8,8,10,25,11
0,0.0,-0.18518999126522462,-0.1851900666848706,-0.1851473175389643,22,21,18,20,24,22,24,21,87,18
1,1.0297029702970297,0.36991244276883356,0.3699122324597675,0.3699509996658155,6,6,7,8,9,9,9,9,30,8
0,-0.3023255813953489,-0.43696385628557644,-0.43696392531049066,-0.4369250352171212,14,11,11,15,14,14,13,16,54,10
0,0.861878453038674,-0.5685619951931213,-0.5685621812372552,-0.5685255992426759,12,13,14,16,14,17,15,8,60,12
-2,-2.096774193548387,-1.110486994642498,-1.1104875489604005,-1.1104296593603586,10,8,13,10,9,8,11,10,36,9
-1,-1.457943925233645,-0.5695399481077368,-0.5695404397167796,-0.5694700224001877,8,9,12,8,6,8,8,8,29,11
3,3.9393939393939394,3.6278407974100557,3.627840522808482,3.627862852379489,4,3,3,3,6,5,9,9,19,5
0,0.6419753086419753,0.6274602496541586,0.6274592264939927,0.6275119668551841,7,4,6,8,6,5,7,6,23,9
0,0.9176470588235295,0.07932520162125911,0.07932515953432029,0.07936502224107334,11,15,12,11,12,16,14,15,54,10
-5,-5.379310344827586,-3.3725687216937077,-3.372570075993572,-3.372520894339029,8,8,5,12,6,7,5,6,24,6
-2,-2.08,-1.692804011500181,-1.692805135546918,-1.6927529372457872,8,5,14,13,8,11,13,10,34,9
2,2.789272030651341,0.6625567524094689,0.6625566125588762,0.6626198515600039,18,20,19,23,12,24,18,21,86,20
-7,-7.800000000000001,-3.091788134159738,-3.091789277844155,-3.0916802290672436,9,13,9,11,12,12,8,10,26,10
-5,-5.553398058252427,-2.516208246788323,-2.5162085902795335,-2.516152040948613,11,9,9,6,12,7,9,4,29,7
4,4.642857142857143,0.9497877382554585,0.9497860924286161,0.9498115442224404,2,2,3,6,3,10,5,4,17,4
1,1.637795275590551,0.25757135990828306,0.25757111477259065,0.2576118624509477,7,9,11,8,11,14,8,9,40,10
1,1.0758620689655174,0.6841562880358045,0.6841561845349429,0.6842116487323049,13,11,14,6,11,12,11,9,47,11
1,1.905759162303665,0.6404192614252175,0.6404190232828298,0.6404933850329202,14,15,17,10,15,18,14,10,62,16
0,-0.975,-0.6910855351237372,-0.6910856295901217,-0.6910500630041998,12,15,13,9,14,13,15,9,51,9
3,3.2842105263157895,2.2383448714139518,2.23834468626744,2.238410582097153,10,5,7,7,6,7,4,8,32,9
9,9.0,9.481271998075485,9.481271606433724,9.481299799079357,7,3,1,2,3,1,5,5,19,6
0,-0.5217391304347826,-0.6011734419304486,-0.6011736539419135,-0.6011032813142068,23,24,23,24,21,24,24,24,90,22
2,2.08,0.8328329818091006,0.8328328790290918,0.8328731755195812,8,17,13,17,17,15,14,19,64,16
4,4.934306569343065,2.1995631860613,2.1995630429279225,2.199599367630857,6,12,9,7,8,13,15,12,45,10
0,-0.768472906403941,-0.6139724534099925,-0.6139731616909393,-0.613918697229007,16,16,11,20,15,18,16,16,56,19
3,3.5454545454545454,3.177099449802851,3.177099384352627,3.1771629949261904,7,7,9,5,6,4,6,4,27,13
2,2.5,0.7471393284072105,0.7471390563760283,0.7471748300323302,7,5,8,7,8,11,12,6,32,8
0,0.0,5.177285495570235,5.177284590349627,5.17729326933699,4,1,5,0,7,1,2,3,14,3
5,5.055555555555555,3.7050139820929857,3.705013923863966,3.7050598820917235,8,5,5,4,4,6,4,3,26,7
0,-0.203125,-0.08246358967059852,-0.0824636836377961,-0.08241973269154113,20,22,18,18,21,18,20,21,81,17
0,0.29545454545454547,-0.00252964737855232,-0.00252982500394272,-0.00245825570687375,12,16,14,13,13,13,13,13,55,14
-1,-1.1366120218579234,-0.5381912614397697,-0.538191320878654,-0.5381588247951836,17,17,11,15,15,12,11,14,60,11
3,3.5749999999999997,2.058630736108058,2.0586305729116043,2.0587026706375324,11,12,11,8,14,13,13,11,52,15
1,1.2871287128712872,0.4806691997439645,0.4806690335942776,0.4807104698324738,13,19,14,14,15,15,17,15,66,14
0,0.6227544910179641,0.11964044313425326,0.11964033386090978,0.11967523823474713,11,12,14,12,15,12,13,12,55,11
8,8.32,4.823196296540041,4.823196226979492,4.82322388434058,7,4,7,6,5,7,9,10,36,9
0,0.5977011494252874,0.4705571146975159,0.4705569870285191,0.4706200725198221,22,18,18,19,22,17,21,22,82,20
1,1.4054054054054053,0.581058678404512,0.5810582022137527,0.5811424807988818,9,13,14,12,8,10,10,12,47,13
2,2.4910179640718564,1.0592380069102372,1.0592378699017493,1.0593209683008955,13,12,10,14,9,13,17,13,51,15
0,0.34782608695652173,-0.08458200189132015,-0.08458223600471615,-0.08449636405408767,24,24,24,22,22,23,21,21,94,24
0,0.7147766323024055,-0.05449499082658027,-0.05449521074403296,-0.05442445210758884,20,22,22,23,23,24,21,22,91,23
5,5.379310344827586,2.7235345687699577,2.7235345025257884,2.723561544686026,7,2,6,6,6,7,10,7,29,7
-11,-11.243243243243242,-3.559208034299866,-3.559208034299866,-3.5592074868466756,0,4,4,3,7,2,1,6,9,1
9,9.811320754716983,7.734696243914347,7.734696033012321,7.734725502121368,8,5,8,10,1,4,7,11,42,10
-1,-1.5103734439834025,-1.1365479394354872,-1.1365484564317685,-1.1364522150932674,21,19,19,21,18,18,18,16,72,19
-2,-2.7130434782608694,-1.8317879174851193,-1.831788624800291,-1.8317227740511537,8,10,5,10,12,14,10,7,33,6
2,2.0634920634920637,1.2769105982462765,1.276910510553762,1.2769553242813874,12,9,9,8,8,10,8,11,41,10
9,9.904761904761905,8.111943014708663,8.111941594776479,8.111958178352983,2,1,0,2,0,2,3,2,5,4
3,3.872340425531915,2.761334426100103,2.761334364399595,2.761360922305322,9,7,6,7,4,6,6,9,34,6
-2,-2.418604651162791,-1.5739743768563677,-1.573975023443987,-1.5739329220640645,6,7,8,9,7,6,3,7,27,6
-3,-3.076923076923077,-2.0225931515098,-2.0225938477134067,-2.022524618513354,13,15,15,15,14,12,12,11,50,12
-1,-1.1818181818181819,-0.5488333918007791,-0.5488338612014085,-0.5487784670457236,6,8,7,9,6,4,8,6,27,7
0,-0.46222222222222226,-0.7671947365131225,-0.7671949873074508,-0.7671379239974301,16,17,16,18,21,20,17,14,70,16
0,0.9848484848484849,0.4676135886902254,0.4676133405943761,0.4676810232691351,20,17,22,20,21,17,20,22,84,21
0,0.0,0.12391242003857383,0.1239122232992399,0.12394875107130199,7,11,9,7,11,12,6,12,36,9
5,5.2,2.549183128286389,2.5491829735228735,2.5492192758048158,8,8,7,7,10,13,7,8,42,10
1,1.5358649789029537,0.3393770740212816,0.3393770005795933,0.3394280599553321,18,20,17,16,17,21,18,15,78,17
4,4.806722689075631,2.627510958791139,2.627510721078794,2.627563837496828,10,8,11,8,5,10,7,7,42,11
-2,-2.6804123711340204,-0.12687926038926525,-0.1268796159885984,-0.12682755803313736,9,7,5,6,13,7,5,10,29,6
1,1.5294117647058822,0.6020690450955365,0.6020688904559132,0.6021489228907848,24,18,20,19,20,21,22,19,87,22
0,-0.20883534136546186,-0.31879852813632437,-0.31879881451133274,-0.31871726051728555,19,19,17,21,18,21,18,23,73,20
17,17.789473684210527,11.532953399315078,11.532953160173006,11.532967493656125,3,0,2,3,1,4,1,2,18,4
0,-0.39543726235741444,-0.41211543902772796,-0.4121159032840478,-0.4120519606130887,17,22,22,19,22,20,20,21,80,20
0,0.9774436090225564,0.35040404329036845,0.35040365374552473,0.3504799925867004,18,21,21,20,21,19,19,21,84,22
0,-0.27956989247311825,0.04188399165165113,0.04188390082621174,0.04192768534871827,11,19,13,14,14,11,17,17,57,13
0,0.8221343873517787,0.3011729387040243,0.3011726518045511,0.30125247362235597,18,19,19,20,19,17,22,20,78,21
-4,-4.16,-2.3948466155186434,-2.3948471794151147,-2.394757803639111,16,17,13,17,12,15,11,13,47,14
0,0.0,2.8400662877477565,2.8400653894169703,2.840103876855759,3,9,3,5,2,2,0,5,17,5
0,0.0,-0.4215946800874013,-0.4215948595801189,-0.4215619929188199,3,4,1,7,3,4,4,5,16,2
0,-0.6842105263157894,-0.34888367588704294,-0.34888408819854,-0.3487969824557802,18,15,19,17,21,16,18,17,67,20
2,2.122448979591837,2.181441259907933,2.181440992307338,2.181477455590307,3,5,4,1,5,4,5,2,16,4
0,-0.17218543046357618,-0.3358995880862209,-0.3358998073988506,-0.33582547406493535,23,24,23,23,24,23,23,23,93,23
0,-0.4748858447488584,-0.1983779914481421,-0.1983782004870469,-0.198290949164381,19,17,15,16,18,17,17,17,64,19
0,-0.5165562913907285,-0.5121540983696573,-0.5121543811419965,-0.5120752846845371,24,23,24,24,23,22,24,23,92,23
-6,-6.5,-1.9367027772567147,-1.9367050050988308,-1.936675852904833,2,3,5,2,1,3,3,4,7,2
-1,-1.4857142857142858,-0.46955418186420395,-0.4695544566830111,-0.4695059996309214,13,8,9,9,8,6,4,4,33,11
6,6.693069306930693,3.821506934594715,3.821506863560343,3.8215362783697797,8,4,8,6,6,8,7,9,36,9
0,-0.9369369369369369,-0.946683078740699,-0.9466840464779632,-0.9466388752884494,3,9,11,10,11,8,9,8,34,8
-2,-2.689655172413793,-0.982589581492599,-0.9825897791765886,-0.982548821927765,4,4,7,4,5,3,5,5,18,3
0,0.6887417218543047,0.11443058465729694,0.11443031058692743,0.11450579055001497,23,22,23,23,23,23,23,24,94,24
2,2.9433962264150946,1.0762695629950194,1.0762694731329712,1.0763096954934714,8,6,7,10,9,8,8,4,40,6
-1,-1.752808988764045,-1.7590599232703485,-1.7590614537964435,-1.7590213269355877,4,4,11,9,4,9,11,8,24,5
0,0.7247386759581882,0.31554444956009897,0.3155441924763639,0.3156321495932302,23,21,24,20,21,20,22,23,90,23
-2,-2.0986547085201797,-1.1555750985558655,-1.155575790182958,-1.155493561840551,19,18,17,21,18,13,15,18,67,17
1,1.118279569892473,1.4344819136576257,1.43448180205722,1.4345040614756597,5,8,7,8,8,3,7,9,32,6
-5,-5.352941176470588,-1.7864685251436572,-1.7864791381046183,-1.786394300671171,3,7,14,5,2,4,6,3,18,6
-7,-7.172413793103448,-0.8142310724258661,-0.8142310724258648,-0.8142290949732335,3,5,3,1,1,2,2,3,9,0
0,-0.7402135231316725,-0.6593362428066671,-0.6593365051755833,-0.6592885493909233,22,21,21,23,23,21,21,23,87,19
0,0.0,-0.3580807303562775,-0.3580811653001814,-0.3580023233090083,24,22,24,24,24,24,24,22,94,24
0,-0.6190476190476191,-0.8458547865842723,-0.8458551431042982,-0.8458389975036562,5,1,7,8,9,10,8,7,27,2
-5,-5.2,2.3478481694000184,2.347848169400019,2.347852802072753,3,6,1,0,1,3,5,3,8,0
0,-0.896551724137931,1.9096814554280697,1.9096812325880639,1.9097217935527298,4,4,3,5,7,0,7,6,19,3
-1,-1.9024390243902438,-1.6284443612158452,-1.6284449937705028,-1.6283700321972998,22,20,20,22,18,20,16,15,76,17
5,5.473684210526316,4.97330823124107,4.9733081627388,4.973329270976652,3,3,3,2,2,1,5,2,15,2
2,2.4,1.856391174164432,1.8563908826400857,1.8564529246473787,6,5,3,3,4,8,8,4,17,7
0,0.17218543046357618,-0.01355202596970584,-0.01355222057926986,-0.01346902233038849,24,24,23,23,24,21,21,23,95,24
-2,-2.096774193548387,-0.5914320809751067,-0.5914327629587084,-0.5913628023543736,12,12,7,11,8,12,7,10,31,14
-1,-1.7478991596638656,-0.10474251612658608,-0.10474328445218273,-0.10465753270793904,10,9,11,10,8,7,15,5,30,14
0,0.24880382775119617,0.0018127206109011,0.00181231647433366,0.00187153405881213,19,13,12,20,17,15,16,15,62,20
6,6.666666666666667,4.4143814381162025,4.414381356169068,4.414421860013032,8,4,4,4,5,6,6,6,25,10
0,0.0,-0.0388047500367541,-0.03880493937364093,-0.03873265667021097,22,22,19,20,20,19,14,19,80,23
0,-0.7027027027027026,-0.6298031817098166,-0.6298036301961725,-0.6297250435286651,24,23,23,23,23,23,22,23,90,22
1,1.9141104294478528,0.7367099901426692,0.736709911298967,0.736745346215719,14,9,9,13,11,14,15,16,52,10
-5,-5.836734693877551,-3.9728761453240953,-3.972880019252686,-3.9728242142474803,8,7,10,14,6,6,8,5,28,6
1,1.392857142857143,0.6207894202091836,0.62078918220552,0.6208834604033707,14,7,6,11,5,9,7,7,36,10
-1,-1.3333333333333333,-0.5804160339075104,-0.5804160758180497,-0.580381044797797,21,19,15,19,20,15,16,21,75,13
0,-0.6872246696035242,-0.6852892319803033,-0.6852897158855299,-0.6852344839638155,14,18,19,20,18,15,19,18,70,16
-4,-4.0,-0.11723706958972335,-0.11723738864761635,-0.11720617658927157,3,4,4,2,2,2,7,3,10,2
-2,-2.4761904761904763,-0.8784232852634095,-0.8784251227333058,-0.8783626359485494,2,7,5,7,4,7,7,2,15,7
0,0.3513513513513513,-0.00804853944323825,-0.00804884119237337,-0.00796691882198874,23,23,23,22,22,23,21,24,91,24
0,-0.8297872340425532,-0.6732261325090038,-0.6732262204756142,-0.6731794252316321,15,16,13,12,16,18,16,13,56,13
1,1.7049180327868854,0.7345203633209154,0.7345202339312333,0.7346049936078474,15,12,13,13,14,14,17,12,57,16
0,0.0,-0.27759258530941056,-0.2775927939208085,-0.2775187082974434,24,24,24,24,24,24,24,24,96,24
0,-0.8,-0.3862651404601043,-0.3862654014701581,-0.3862098968718336,16,16,15,16,14,13,13,18,60,14
0,0.734982332155477,0.01138396051617963,0.01138363053594471,0.01145617425790468,21,22,20,23,21,22,22,21,89,22
4,4.297520661157025,2.7554503129074304,2.7554500107883673,2.7554943304069646,9,8,11,6,8,8,9,10,39,13
-5,-5.473684210526316,-0.753916788887794,-0.7539167888877938,-0.7539167888877938,0,1,2,2,2,1,4,2,5,0
2,2.567901234567901,1.182451336845936,1.1824512609908928,1.1824916447762952,9,13,12,12,14,12,11,11,58,10
0,0.41269841269841273,-0.10925896433124804,-0.1092591385069579,-0.10918599980946686,21,20,16,22,17,21,15,22,79,19
-2,-2.047244094488189,-0.8040556240602748,-0.8040559439235223,-0.8040206863553211,10,9,12,9,14,8,6,10,41,8
-2,-2.5161290322580645,0.01182411206647431,0.01182374965520178,0.01185665969284604,6,2,6,2,6,8,5,8,16,3
0,0.7027027027027026,0.07850462644183681,0.07850430723381524,0.0785399384227295,11,7,16,10,13,11,11,10,49,10
1,1.1818181818181819,0.5056492098804177,0.505648870718728,0.5057368519907364,16,20,20,14,15,17,12,16,72,18
-1,-1.5877862595419847,-0.7539463136562066,-0.7539463933695123,-0.7538894881937901,12,10,15,8,7,9,11,11,40,8
1,1.828125,0.603563383611543,0.6035631244514092,0.6036358197343245,19,16,20,19,20,21,19,19,81,22
0,-0.631578947368421,-0.46337452086373865,-0.4633750899065704,-0.46328114655070873,19,21,17,21,19,18,18,20,74,20
0,0.0,4.667651460488279,4.667651118241239,4.667678831161706,5,0,1,1,2,2,2,1,5,4
1,1.710526315789474,0.3314229812516962,0.3314228926067734,0.3314664441847678,8,11,16,9,9,13,16,12,47,11
